source_id,ra,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,dr2_radial_velocity,dr2_radial_velocity_error,l,b,ecl_lon
5976659546089680128,254.81375463646728,-37.025832903783495,0.6811621,10.419921220572242,1.6243227,-11.021951013136103,2.0917392,0.9969745405330892,1.0764915,1.6851373,101.54368,20.20008,7.246963,20.779423,88.200325,18.61856,2.2317617,,,347.8313595711048,3.410784900895074,257.5394089308508
5976659924004777344,254.85173354843494,-37.00101167981019,0.532742,6.304898204656506,1.2706628,9.980824269092917,1.5588024,-14.807288668944892,1.1629452,1.8746768,144.00925,19.869764,,,,,,,,347.86967113846646,3.402231386835225,257.5677643124904
5976660267607951360,254.82379669737134,-36.972619767232295,0.3694617,5.712339504299589,0.8517724,-12.240630053128259,1.3866981,-4.573392154431225,0.6856287,1.112213,136.4496,20.136944,11.412836,20.865892,48.742676,18.48605,2.2962031,,,347.8782666128312,3.437309169656974,257.5417356410087
5976660679919158784,254.77640656567783,-36.9780887422327,0.00786109,20.942389585484076,0.016764509,-236.8501592669738,0.019444864,-115.84849504635703,0.01379483,0.8600127,4055.1614,12.269691,1766.1699,13.332348,1627.8206,11.241711,1.3574609,-8.26546,1.6663648,347.8505463021439,3.463721949312044,257.5035175072173
5976580170749064832,254.97307912516632,-37.62447293104501,0.68317395,4.860618094512148,1.3142875,-15.567905570944198,1.5181952,-12.569959800964066,1.1849791,1.5075899,60.50158,20.376276,10.53585,20.150316,16.15639,18.557188,3.1412652,,,347.4375826873806,2.9419159848288734,257.7357685011391
5976662260484585472,254.95554767651677,-36.88617092248635,0.054154646,4.9342965931680105,0.10101613,-8.00634723179588,0.12738834,36.09366208796221,0.08766198,1.0983768,990.2653,17.290192,32.722424,18.846485,245.90309,16.067429,1.4710903,,,348.0114951069617,3.4076639733941363,257.6401887978323
5976580273837579776,254.97006979011016,-37.61058433564857,0.7924148,5.668374277322458,1.205803,-12.469986643088912,1.8482518,1.2159670965606486,1.3036195,1.8272289,92.73541,20.35186,,,,,,,,347.44706627634855,2.9523502749891013,257.73178415760236
5976580381193031936,254.9740126646863,-37.593686425374415,0.43948728,5.378247881606914,0.84976417,-19.69652498119774,1.0230423,-6.784699070214244,0.725036,2.2646315,243.30003,19.259068,,,,,,,,347.46232126110175,2.960300243812585,257.7331322128001
5976663394380418944,254.8905775647463,-36.84557941290713,0.45682845,5.891835521237416,1.0054017,-7.526740552957976,1.1204534,-7.268495220439941,0.72564846,1.4561628,181.47945,19.410463,20.743153,19.887854,93.66695,17.382547,3.1922808,,,348.011446481967,3.4736144566602842,257.58244359811295
5976663463075493760,254.86363274132245,-36.85370781840546,0.07083295,7.170628266926655,0.13026716,6.363088841080682,0.154398,12.392295173564646,0.11377722,0.9802162,840.9509,17.899046,30.547659,19.933674,307.02795,16.530533,1.5959575,,,347.99171820074434,3.485581118377364,257.56124008610834
5976580587351710848,254.96403580842903,-37.5828118294684,0.88183403,4.739115534460055,1.400014,-11.909751559037723,2.2566557,-12.497971938508854,1.3035033,1.0811087,106.67791,20.531736,,,,,,,,347.4660209797281,2.9732272460629328,257.72380228336516
5976663600497170176,254.88013117171093,-36.837319999262114,0.50863576,5.176641947522436,0.90271276,-10.61344507002391,1.4315112,-13.995789030547837,0.88648623,1.4370675,96.341866,20.210018,9.580609,20.938137,33.65872,18.54194,2.3272023,,,348.01279984558556,3.485288634838082,257.57296455812974
5976580656071448064,254.96546197909788,-37.567687116414184,0.7414309,4.961917641984219,1.4518212,-4.716537625535882,2.1018343,-10.457890888365268,1.4319468,1.1900506,89.1676,20.653662,4.943165,22.013823,9.091213,19.990131,0.98278224,,,347.4786473150187,2.9816557899359952,257.72329531973224
5976580690431209344,254.96841580258476,-37.56255928414817,0.078720696,4.748171367853914,0.1713806,-21.778976881149667,0.1858327,-5.324658132354447,0.12801977,6.732735,950.96454,10.728776,12.893318,10.476212,7.7401714,9.676046,2.0251076,,,347.48413628963203,2.9829708711931575,257.7251370202944
5976580690486344192,254.96792381337596,-37.55455365012817,0.52461773,5.868768695581156,1.1831636,12.499462609007498,1.5085882,3.23182000657261,0.8106575,1.1979029,77.80524,20.113422,8.726651,20.333881,51.697865,18.39092,2.648848,,,347.4902100713051,2.9882102931452525,257.7238527862156
5976580999723972352,254.9901453742262,-37.55873587805949,0.7147603,6.608385275247104,1.479626,-11.3308083201925,1.8875479,-3.117482941948653,1.0103353,1.2192982,95.20896,20.278965,16.807636,20.079445,27.610275,18.114286,3.9624062,,,347.497777274363,2.9717569479721724,257.7424269130099
5976581411986001792,254.9445373675326,-37.55626883565833,0.85216,4.854535255695407,1.361474,-12.798528879711435,2.2997499,-13.937751217609447,1.3240968,1.2543949,130.73845,20.470129,8.121531,21.11795,24.149918,19.174473,1.7876077,,,347.4774174987237,3.001755328692601,257.7049795299567
5976581652550903552,254.89845466744532,-37.53664415710904,0.925041,4.523266602401376,1.6015048,-8.938631033079602,2.2859056,-7.561530568424277,1.3133262,0.935584,79.1123,20.671099,12.973302,20.77985,15.481592,19.021986,2.5785577,,,347.47033442565555,3.042621666698301,257.66524286000015
5976581652559066112,254.90786169050386,-37.52555114451304,0.636326,7.108259102923913,1.2080225,-6.643126857030101,1.3513904,-8.167338497222271,1.0297081,2.5488584,131.41833,19.961273,16.121693,20.697407,35.11531,18.798925,1.5960085,,,347.4836862932065,3.043589312129175,257.6716834163133
5976581686864274432,254.92950105585743,-37.53875947577442,0.2993981,5.679975114156287,0.5987727,-13.00948816138769,0.6559879,-3.139629211797639,0.47101152,1.2893943,158.4165,19.672876,5.149701,20.590933,23.40699,18.315557,1.7807455,,,347.4838664883322,3.0219351578826337,257.6907869715131
5976581686864474240,254.92400150010695,-37.52821581068203,0.878232,5.104327358029772,1.3289486,-15.265875299446988,2.1095128,-6.209042308415871,1.2936728,1.20433,127.416466,20.448269,7.1037865,21.584427,15.983971,19.60511,1.1697996,,,347.4894880482812,3.031868663772189,257.6851372544348
5976581755584072960,254.92090907204636,-37.52067002686695,0.40647912,5.7064166593457,0.8974211,-7.78480765601336,0.8827887,-8.65902252074687,0.64592665,1.4005107,145.37518,19.874826,14.283951,20.16966,25.595139,18.453907,2.1107998,,,347.4939236883034,3.038451541801388,257.681781182306
5976581755584079616,254.91840628301927,-37.52127014478756,0.89672303,7.585283407285846,1.293982,-12.28048721071147,2.0242224,0.3379383385025656,1.2016652,1.0966854,113.55374,20.341253,11.171755,21.084501,16.041222,18.9482,1.8843026,,,347.4922250245477,3.039644508774023,257.6798069211876
5976581755584123008,254.90813639019146,-37.52161255915214,0.63980836,8.513556226552463,1.212585,-11.907686228302344,1.3310577,0.0653662377639078,0.9420963,1.3074846,91.284584,20.228582,11.993745,20.699312,30.620436,19.004595,1.7696773,,,347.48692596213976,3.0458463179404056,257.6714712855578
5976581789998031104,254.93112100753729,-37.50816174417114,0.8288848,4.671833787777638,2.4616687,30.326779560151405,1.6282126,-12.915729811796698,1.1097213,1.5033581,107.43311,19.687754,,,,,,,,347.5087868752968,3.039784033135641,257.6887247857994
5976582133587290368,254.96169691401448,-37.49977260595771,0.7964376,4.967522570793244,2.4317021,-12.05962475609265,1.8837982,9.672031671738113,1.2176751,1.2875447,106.66715,20.165674,,,,,,,,347.53037190500777,3.025850907345707,257.71273257536626
5976582270980439168,254.98454041210024,-37.477772336148455,0.75239116,4.8889519611085515,1.3294255,-6.03206375751712,1.8797287,-10.83425703257118,1.0787545,1.2391262,115.92458,20.365726,,,,,,,,347.55890774201833,3.0251250090948196,257.7289389619614
5976582305340353792,254.9538899905359,-37.468705204821134,0.6140435,6.128740320399963,1.5645982,-14.4506872741682,1.3707803,2.7583167238302178,0.89082605,1.5786991,107.276886,20.040459,6.680278,21.25592,18.204967,18.709152,1.6713557,,,347.551053786214,3.049872189989095,257.702937501488
5976583851574283264,254.99552682056955,-37.44296007497263,0.5854818,4.8331420866442585,0.7884157,-10.47938344848186,1.2696551,-2.0558027201396927,1.0386451,1.089978,115.39144,19.65372,,,,,,,,347.59175176085176,3.0396932579887985,257.7340701365682
6019310220571260288,251.1313367854258,-36.98848980894391,0.03852904,5.066153095155362,0.07264286,-4.3202993097488145,0.09030108,-23.003356731975465,0.068011366,1.0655239,1534.3372,16.87562,84.35159,18.553823,615.0171,15.6167965,1.4965553,,,345.99262821407507,5.710467411272696,254.52095737258216
6019310422401129472,251.1305522758093,-36.96163992884615,0.060323324,4.616121310083743,0.104583666,-5.734797973146939,0.14598182,-76.51139083866728,0.11389451,0.9464264,961.1761,17.193323,57.095238,18.990332,524.26526,15.776106,1.691309,,,346.01274807599674,5.728370494606314,254.51662906242146
6019248025128022144,251.64941312882655,-37.21928690575441,0.7367094,5.498805876251232,1.7226299,-8.843595625809218,1.9994771,-10.299289612706646,1.335697,0.98597056,123.39428,20.707966,9.764162,20.961784,10.498942,19.840559,1.5098203,,,346.0843400467244,5.246079266916382,254.97562536939526
6019311491873156736,251.116857647465,-36.91646178297555,0.88927394,8.947336003407756,3.2521327,1.6220780130258032,2.383172,-13.500225884879967,1.8558595,1.1912801,69.97977,20.677269,8.807181,21.2116,13.503405,19.167025,2.1349833,,,346.0401504144071,5.766020416165426,254.49921960695085
6019248579175880704,251.68151313533465,-37.161866806110304,0.5393972,5.8582262989587015,1.0291008,-106.28644354056252,1.9040388,-74.6861773525476,1.0964592,1.0414002,151.52388,20.501501,4.0485125,21.820763,33.797146,19.073088,1.7839943,,,346.1449774340412,5.26354161306619,254.99416122068956
6019248613538373632,251.68877196424918,-37.154307656094765,0.7136675,5.109170162952898,1.533675,-7.6854861752034065,1.7763687,16.437533599133957,1.2606866,1.3951753,68.86551,20.46642,4.6572704,21.060612,15.346812,18.801855,2.369568,,,346.15452600918263,5.263988844558434,254.9990814619253
6019248613556840320,251.6968310290818,-37.16600777867496,0.016259354,5.965016037293276,0.03250228,-6.65375208568525,0.03712353,-24.900451552235616,0.02740215,1.0145707,2879.201,15.002982,517.0402,16.173418,1494.5468,13.93502,1.3724037,,,346.1496963283998,5.251538396690328,255.00722699426862
6019314270698433408,251.00882749626246,-36.91003791157357,0.20469294,5.400890425182412,0.42369375,-31.488088305993507,0.5818926,-47.58345861806744,0.38907048,1.0502217,359.2501,19.513752,10.559035,21.586935,76.36579,18.1386,1.6011798,,,345.98866566445594,5.83586534682743,254.40991855771006
6019250846921462016,251.47834950024483,-37.182854424814096,0.9791938,5.873230670634562,3.333441,-10.381078173794869,2.504909,-5.807836807967392,1.4803132,1.0577788,67.6995,20.708948,5.2233486,21.123993,8.843868,19.656813,1.6041682,,,346.02395591031,5.373663857372209,254.8310415038785
6019316401002243840,251.19518114734115,-36.92424342041679,0.5597066,6.978407554318422,1.330191,-18.67581954848543,1.3660487,-38.837550701784586,0.9908573,2.5828812,138.15012,19.68154,12.101623,20.946898,55.55025,18.214104,1.8523582,,,346.07502669474417,5.71332029955792,254.5643880648945
6019316641514880256,251.24035757775155,-36.89656804990785,0.11477881,5.476682538368197,0.20376167,-17.284034370466436,0.22855519,-19.68971858398522,0.1776926,0.98853177,603.21375,18.299347,19.274704,20.22826,179.70404,16.967299,1.5583081,,,346.11973675079315,5.703754133822087,254.59758527963572
6019252186969735936,251.44844518226373,-37.08945663644694,0.7236726,10.616452789649863,1.6204299,-10.338949781568942,1.8074733,-3.424282912187521,1.0391437,1.5264744,105.69138,20.158833,12.524952,21.023966,36.282944,18.91455,1.6510112,,,346.0800689182872,5.4522185096740055,254.79398972919586
6019317436106309248,251.1152041003281,-36.88084431926581,0.53938144,9.043715015002691,1.1228168,-13.784972122471931,1.1691451,6.5991568275716075,0.8378872,1.591313,88.16017,19.97403,10.44315,20.882004,37.335144,18.414223,2.0849109,,,346.0665210794757,5.790144859272352,254.49297524804086
6019317745346342656,251.19251556555585,-36.85674869489912,0.8373475,4.6457728405571785,2.1245682,-2.033312322076388,2.4420757,-10.650567417142655,1.9553696,1.1205655,98.66227,20.722519,4.351758,21.598902,13.241957,19.767483,1.3379701,,,346.1252800181029,5.7587065622051155,254.55297598765753
6019252702344717056,251.53157239261046,-37.10995289014953,1.0706745,6.6154936596962495,1.9134587,-12.317745266029721,2.4077823,2.1437051775154297,1.6963823,2.1209273,92.634094,20.506529,100.0385,20.154194,62.51359,18.949652,2.7691236,,,346.1073787433864,5.388368907983772,254.86469126736438
6019318226390655360,251.29682103553898,-36.868464539771985,0.6673564,6.044828868186988,1.1108849,-8.444854828671826,1.3305842,-6.812785171661228,1.1316243,1.3041332,63.19147,20.43778,9.45396,20.870047,31.49448,18.942738,2.1551616,,,346.1706531602842,5.687549664505604,254.6399860970151
6019318329458321024,251.30203704710098,-36.86127664986191,0.6823639,4.706038806498069,1.4181532,-10.542921171864586,1.9962411,1.279070825757267,1.2517904,1.3476104,103.93907,20.478241,4.7117534,20.65505,21.630035,19.097223,2.1180537,,,346.1788734413763,5.6890231667984095,254.6432800512076
6019318707415536512,251.27909795289804,-36.80463484449857,0.5710564,6.026454585381828,1.7883918,-10.742276036413259,2.3650644,-6.465115530242327,1.1540464,1.0247393,142.42128,20.5862,4.2298994,21.701836,12.323194,19.418304,1.4937023,,,346.21030631239285,5.739690305640285,254.6167879769759
6019253630060213376,251.49074950540145,-37.07078029169592,1.055344,5.880457240983191,2.7401388,-8.019171532967492,2.525314,-10.516966696763735,1.9158685,1.1157521,82.76683,20.676836,5.2092986,21.707022,10.091461,19.676325,1.338631,,,346.11629473865247,5.438529721302672,254.82604765028802
6019253698808460800,251.47525698036176,-37.058328482479176,0.49287045,5.476037242444072,1.0750998,-10.681162626060807,1.2109932,-5.314117100191021,0.8296255,1.3876125,168.58038,20.025383,12.46948,20.911604,32.095306,18.920053,1.4856601,,,346.1178191107873,5.456010365533508,254.8117026274458
6019253870607140992,251.53584607899103,-37.059612295906554,0.7222031,8.784655068818726,1.6202117,-18.170845175986255,2.2499015,-2.1335926432060512,1.3436776,1.2064438,95.25504,20.599213,7.032161,21.208359,27.034878,19.34792,1.7465086,,,346.14820359019564,5.418267226654038,254.86141086630835
6019254008046095360,251.5736991558487,-37.038511993751676,0.4695253,8.182344762999653,1.1135092,-14.160994083854483,1.3562057,1.4291800288258112,0.77491844,1.8774333,127.97044,19.671322,,,,,,,,346.1839791429261,5.408809599358188,254.88952632358505
6019319527738689920,251.25732107876453,-36.77599764993362,0.49589902,4.921800148548864,0.8450496,-17.02709379862983,1.4861197,-14.31117086253747,0.895455,1.0021663,167.36087,20.229067,4.2813597,21.76125,35.599754,18.955965,1.5365746,,,346.2208846821521,5.771525084246622,254.59504666967595
6019319944367412480,251.28518732519944,-36.756968565059786,0.5779849,4.750684188393064,1.5016303,-10.059991521285248,1.9893221,-9.141009403656604,1.0197575,0.9455131,138.35066,20.46662,6.696172,21.646906,14.231468,19.691252,1.1042669,,,346.2499883378386,5.766838449307689,254.61529602797583
6019254690907346304,251.17437237436684,-37.32184529084914,0.0130895665,10.319262033322616,0.026221523,-22.039945069512324,0.033861175,-8.080626193623626,0.024746373,1.3305916,3681.3057,11.074509,1977.8573,11.572652,2763.6172,10.419926,1.2275765,17.411516,0.6422028,345.76017519422317,5.468020367091169,254.60189947049352
6019255107547270656,251.25576007308027,-37.281658501832574,0.48327824,5.4242932913282464,0.93537754,-11.810709555759109,1.2097076,-6.053841349219091,0.8824313,2.4924555,134.375,19.44958,18.934256,20.27593,57.135433,18.096727,1.8021532,,,345.83308398511474,5.44481155709066,254.6627789556276
6019320970847582080,251.15217567302832,-36.81923005002943,0.23569258,6.634488369100916,0.5313278,33.90083174152605,0.63643306,-20.302798779682867,0.41264254,1.0134759,291.38113,19.732246,5.4305687,21.691454,71.43441,18.37478,1.5889364,,,346.13293988326063,5.807613791709633,254.51480281681796
6019255794752390400,251.12531536028558,-37.275686238662594,0.45192918,5.119404103897462,0.95006573,-11.633114668761397,1.2239892,-0.039263632740061366,0.91873646,2.1587603,103.71402,19.412342,15.498114,19.913177,47.655033,17.915653,2.127889,,,345.76999658609805,5.527669099373893,254.5555327184245
6019321662355654272,251.09724093271808,-36.79896703419643,1.2237821,4.748906546204076,2.3164463,-8.124736440435061,2.7351677,-8.200506879954492,1.9548364,1.2124107,51.77605,20.747545,,,,,,,,346.11974816063355,5.85422758815764,254.46702090276068
6019256756796548096,251.30627213021415,-37.23076353665253,0.68656373,9.309452215429635,1.729113,24.065681271808472,2.7186375,-59.352416518656035,1.6359984,1.1153365,101.889656,20.660221,4.723959,21.977547,24.906614,19.130135,1.9383899,,,345.89819398038975,5.447170245833363,254.6970491015963
6019322212120487680,251.1354778018527,-36.740431576261024,0.632517,5.10417232072612,1.3122957,-16.11435421127614,2.3211823,-4.645633065612431,1.4600161,1.1498277,111.39934,20.514435,11.590291,20.8427,21.038132,19.123125,2.052125,,,346.18449950989935,5.868909598032994,254.4903269937099
6019322452627295488,251.09988059990434,-36.72948480687212,0.43211535,4.581596257050735,1.0065575,-12.75812036414844,1.09798,-13.211416619367427,0.7451157,1.9737852,127.34121,20.00874,14.365145,20.538855,41.428307,18.58714,2.0040848,,,346.1742630878919,5.897719218858667,254.45964592138566
6019257581429870976,251.32160751977412,-37.15147948768784,0.6666031,5.597501035064245,1.4179395,-15.592961478381877,1.7021738,1.9683166515754142,1.1863441,1.2546486,116.9078,20.466234,7.1628575,21.291138,18.060688,19.076258,1.8535061,,,345.96682782769085,5.4892104077704404,254.69876784077712
6019323105464576512,251.18937913823606,-36.71094203831131,0.5537467,4.827856980047103,1.0950453,12.706104674165415,1.9819919,-15.154991389718921,1.19248,1.1800988,126.87844,20.569588,5.0102067,21.796417,28.65578,19.279926,1.6149075,,,346.23522933252895,5.855147177157002,254.53048278233254
6019257925024490880,251.24804192428448,-37.15986575008457,0.73055845,6.6834012883954435,1.753825,-9.353827694400598,2.201069,-10.8685387341854,1.2686263,1.5068208,108.530975,20.309015,7.501435,21.342962,36.040447,18.846003,1.8994614,,,345.9222480600454,5.528439888458882,254.63982433779356
6019323620860605568,251.23097808369516,-36.67967273738345,1.1997494,4.632695899477785,3.2353208,-10.788624454485726,2.4852805,1.588233920895156,2.1666698,1.0279666,83.08806,20.733025,3.753846,21.383205,9.587219,19.603344,1.5899427,,,346.2808977730602,5.850008302641063,254.56033096650387
6019258676634948864,251.28341245178268,-37.110635770204354,0.4193405,4.797620863733107,0.8147914,-5.478103049961957,1.0448937,-11.95700278265058,0.6915358,2.1808116,128.61784,19.081823,23.05178,19.853203,62.730762,17.76441,1.7727543,,,345.97827668732606,5.538865452001979,254.661997834718
6019258680943046144,251.27759232858313,-37.11369570848203,0.81329006,4.813977663660781,1.9801686,-9.005491575150531,2.438375,-10.667768387087957,1.5465959,0.94330996,105.50226,20.643215,7.126248,21.279667,12.442211,19.789698,1.3274287,,,345.9729137876702,5.540418555742929,254.65765959918818
6019259471244415872,251.14220425566262,-37.177038826262795,0.73359025,7.566945900563664,1.2762215,-12.027517466132807,2.1023557,-8.902618554011589,1.4802946,1.1024747,66.0523,20.486996,9.707318,21.314295,33.64792,19.143112,1.7898183,,,345.85415133060616,5.5814881188594905,254.5557444902762
6019259604354402304,251.16571731913376,-37.162778548568284,0.5592866,5.892307516675722,1.4775201,-14.304369034931181,2.0301824,-15.458462667054917,1.087312,0.99127257,105.06653,20.348194,8.609938,20.50634,42.40017,18.07697,4.0365076,,,345.87726990627124,5.576489301675031,254.57298713213282
6019259883529669504,251.14668919488187,-37.14075533826033,0.21083267,11.06401160022816,0.2655338,30.939237667004456,0.3498655,-41.70330544401162,0.29737133,1.1081395,323.81628,18.669533,,,,,,,,345.88421565525545,5.602320447826213,254.5544208149823
6019260158439193856,251.07825248992737,-37.15757949580228,0.036059823,4.539487484924854,0.065688595,12.959997685450713,0.08531974,-39.51935152092277,0.06591604,0.9972617,1686.8866,16.392633,122.82631,17.884884,682.5315,15.190137,1.4575907,,,345.83576680946055,5.632878592815082,254.5008393625822
6019260227148378752,251.04470167086484,-37.17480493592565,0.08404582,6.431511874362309,0.152822,-105.2098333674725,0.19835006,-91.07004328098947,0.15924169,1.4768778,425.81625,17.416061,52.358753,19.219454,497.762,16.047388,1.6226004,,,345.8051521554372,5.642006966422524,254.47581838803535
6019260742523162880,251.08675428741827,-37.12966589400411,0.16682728,5.284130141490307,0.3325665,13.313043870217804,0.43532676,-87.51762637113185,0.30720302,1.036668,376.99362,19.132963,11.626699,21.181118,108.326584,17.794653,1.5538458,,,345.86151553346116,5.645859428944079,254.50393552748932
6019201845629753600,251.03450800581487,-37.87412039048982,0.021007786,5.637870477657526,0.040017247,-11.273807464682449,0.044086587,-21.234362851990042,0.036007166,1.0357882,1801.9728,15.733269,220.2243,17.340569,877.648,14.503483,1.4715751,,,345.2662667044863,5.193342119631912,254.56448236578782
6019201948712865536,251.01161964578617,-37.87694036163802,0.09625473,4.578207178743415,0.16693552,-35.15520343177563,0.18307513,-40.44637524925637,0.14715499,0.9807328,640.29956,18.324577,19.679876,19.932016,150.5397,16.917377,1.7034817,,,345.25230978189757,5.205223493743716,254.54630050887232
6019202056080941696,251.0176375618047,-37.86496934486185,0.46786734,6.948836324885761,0.93579847,-9.973103958027696,1.2411846,1.0476252533728383,0.7919373,2.0298417,108.20431,19.758842,19.869476,20.194447,31.120731,18.63332,1.6724606,,,345.26454030753797,5.209409072148098,254.54951699302504
6019262838470740608,251.22778293524462,-37.02180428057677,0.7742827,5.918865149136283,1.8955873,-11.732359920188522,2.9677768,-1.2906953871892421,1.6265695,1.0070106,89.138565,20.776806,24.746256,21.1221,8.703774,19.704954,1.6573294,,,346.0173514761771,5.630238505597822,254.60439757841456
6019263079017288960,251.19146594922816,-37.01190900098958,0.7937517,5.2733955149393275,2.0870504,-6.854337891610893,2.1088583,-9.836788100113473,1.5597425,1.9841723,112.260056,20.52765,8.231945,21.308569,18.009117,19.168491,1.8251551,,,346.00602834163453,5.6587306883112864,254.5733455726645
6019264006701959808,251.42914325868614,-37.062227558457835,0.8248601,8.467526976429609,1.9821792,-9.278320223644073,2.5406435,-6.311653208467914,1.4387612,1.066968,111.03366,20.660185,5.027096,21.281603,17.137527,19.665445,1.4613904,,,346.0909375904892,5.481570188217761,254.7745299718278
6019264693897229568,251.29226244563372,-37.06221041227629,0.74579245,6.075728984690033,1.9219193,-9.915994293206854,2.40453,-5.8854464710188505,1.4550694,1.2401389,119.38631,20.64533,9.900961,21.467857,22.28843,19.329405,1.7544161,,,346.01993728364755,5.564855777672015,254.66262955139723
6019203769789455360,251.00823646641,-37.752225486423804,0.44128445,4.513971935866956,0.8830211,-11.788715065643778,1.0113256,-7.507171025292818,0.71314913,1.0405037,110.44567,20.282383,25.67247,20.491474,37.22704,18.825417,2.2088187,,,345.34564092892646,5.288428571004335,254.5261876495164
6019203877153255168,251.12172002563634,-37.80395720605751,0.7028031,7.090491744748933,1.4372845,-9.838708712712458,1.9344912,6.896507186868691,1.6760601,1.3636303,116.792244,20.520508,5.2799535,19.841576,9.390584,18.85613,3.3050008,,,345.36476119917455,5.186649216144058,254.6255441049044
6019203941589197184,251.10806761323877,-37.79500922843324,0.35285467,5.740947632920027,0.7785479,-13.445202185449372,0.9034699,2.8943314862001763,0.6242081,2.9592304,281.12848,19.070108,33.749332,19.429981,86.02313,17.602343,2.147361,,,345.3645489859345,5.200663276881685,254.61321789690874
6019265518528827776,251.45656419204659,-37.04824187765001,0.6999755,9.064988298304987,1.2381028,-15.838452984000494,1.7920109,-3.211394803287955,1.2770348,1.5253019,76.773895,20.221539,9.578085,20.645126,25.556244,18.85027,1.9793454,,,346.115867919541,5.473913475277707,254.795057913618
6019265651661962240,251.47874239995164,-37.01414305748541,0.026261775,8.019328110655652,0.04576234,22.33879957096162,0.05315185,-26.433024466771315,0.045131814,1.08753,1565.4458,15.680608,222.55437,17.191284,666.5818,14.489598,1.441095,,,346.1535043915449,5.482434249451196,254.80859193525802
6019266205722128896,251.5249634096875,-36.96753677851078,0.7908486,11.92716435008447,1.6297789,-9.876596881885572,2.0081205,-6.371852282260985,1.2927253,2.4970393,99.064316,20.132,9.714814,20.948256,29.655825,18.502247,2.2304356,,,346.2132034839762,5.4843471551825145,254.84012639128585
6019204701786270848,251.13658252630364,-37.722546059565765,0.7148408,9.970473225028313,1.3456371,-17.43975606854593,1.6805152,5.247087965167327,1.2309356,3.0784395,104.11303,20.320532,8.419437,20.637455,29.89458,18.872755,2.1386936,,,345.43456515039355,5.230619569548545,254.6263573506548
6019266411882840704,251.50066557514845,-36.959541259704054,0.8362891,5.031759182692684,2.8060594,8.955235113756089,2.6643488,-5.731638740808428,1.6267962,1.1197606,108.40267,20.61914,6.6353707,21.428848,29.848494,19.261843,1.8133891,,,346.2067431717504,5.504334521367105,254.81916890912174
6019266618041318528,251.40491220636164,-36.99335087871917,0.7325131,5.1586623474430136,2.4154823,-3.983923917620559,2.0985172,-10.564001873717077,1.3124177,0.9720595,90.10043,20.690203,6.3499436,20.882307,18.456572,19.051533,2.511673,,,346.1311566721902,5.54086234831968,254.74539443017636
6019205011022775808,251.04368319709036,-37.75411573990489,0.6678012,6.0948732406512205,1.1708347,-4.486424634873999,1.5452863,-14.85170503389367,1.3223293,1.7975531,109.23571,20.341158,11.458494,20.240665,26.634634,18.860825,2.4412282,,,345.3625136116051,5.2659172522799595,254.55524768615632
6019205457695882496,251.049676205842,-37.69697327796874,0.6757994,4.658871815807471,1.4005405,-26.60026654849714,1.7207348,-19.962971457190655,1.1652151,2.632442,97.746254,19.743732,28.345734,19.985249,42.388348,17.889185,2.9034808,,,345.40919591709735,5.299487563061364,254.5521827582402
6019205492082159232,251.09801429743274,-37.72281777284097,0.015377936,5.601364608088594,0.027895318,-11.399151598917792,0.033460896,-21.245574114617305,0.027095173,1.0552374,2103.7441,15.025105,318.80338,16.510534,987.24884,13.836061,1.4430594,,,345.4144491051473,5.2536295297500955,254.5950521114778
6019267958070400512,251.2469015534376,-37.033989876559865,0.6798876,12.339784382313722,2.1058593,8.721880992634151,1.836003,-14.126003206589587,1.1519065,1.3150258,84.34462,20.354097,5.5680904,21.472713,24.397532,18.94025,1.806761,,,346.0179679536463,5.610717293394732,254.6216952570204
6019269160662570624,251.2467361180046,-36.959285141355004,0.67532164,5.547540126414951,1.7330178,1.0150394569420746,2.695395,-13.87923634250911,1.5334963,1.092866,109.14619,20.65,1.5555911,22.00194,8.880717,19.524048,1.3961688,,,346.0750536224104,5.659229771339539,254.61136265477796
6019334581625639040,251.06962950901396,-36.6779219323186,0.72978306,8.0630051991522,1.1548734,-23.824281300737756,2.4657106,-19.400995807054514,1.4603729,1.1738878,99.6584,20.56892,7.03375,21.02675,18.603838,19.231852,1.9179497,,,346.19786706089565,5.949639782590168,254.42776208575734
6019335642449684224,251.014427122203,-36.64181100619266,0.008774283,5.091743165475978,0.018425742,-39.9876980982466,0.0203012,-46.51171859826556,0.015045927,0.91175586,7892.2837,13.443474,956.8168,14.163587,697.6585,12.604046,1.2855897,36.018753,4.0303707,346.19655769110295,6.006764990474308,254.37751571868245
6019335646767083264,251.0137075177579,-36.64126834119151,0.07152128,5.288448136038822,0.15701678,-39.97077753165394,0.17449126,-46.416918475574235,0.12754968,1.2006556,304.45325,17.338915,9.010845,18.1507,12.925862,15.736016,2.185711,,,346.1965952972517,6.007556493546033,254.376850642874
6019208309554243072,251.001322934555,-37.71611405522922,0.69790155,13.802919000106456,1.7089981,-23.095043423943373,1.9649308,7.817938605408987,1.2231976,1.5236523,50.40071,20.346806,11.665267,20.880922,13.583329,19.068106,1.8101852,,,345.3696003843601,5.316083174531281,254.51554433360494
