source_id,ra,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_bp_mean_mag,phot_rp_mean_flux_over_error,phot_rp_mean_mag,phot_bp_rp_excess_factor,dr2_radial_velocity,dr2_radial_velocity_error,l,b,ecl_lon
5969214512312403328,251.23297389064518,-39.894147632709846,0.60850805,4.639565392676458,1.476188,-9.7174676122197,2.324557,-4.761337199898867,1.3093448,1.0227532,111.19346,20.367468,,,,,,,,343.8284790759408,3.761614253761999,255.00656409800354
5969214649758449152,251.15098355654706,-39.952102749089626,1.0843358,5.162454815146544,2.1370325,-12.40138424806391,2.3763802,-5.900353831259359,1.7428559,1.1921576,,,,,4.983539,19.0276,,,,343.74336923789235,3.771620517166311,254.94941429533262
5969214855938270464,251.13994459154515,-39.93069408296755,0.46717873,5.483549266460118,0.9628042,-11.413330255765334,1.0518296,-11.25757952164352,0.7855893,1.5821855,142.92848,20.017748,6.89916,20.802013,19.170086,18.784836,1.6624941,,,343.75412343620536,3.7919874928633233,254.93759673091822
5969214993348998912,251.1574365692594,-39.91514176801557,1.1476868,4.642885647040635,1.9292456,-3.1443939827701435,2.4295893,-9.766085788998025,1.9105155,1.1368339,93.91547,20.620066,,,,,,,,343.7747069385746,3.791938452506057,254.94933472079936
5969215027708828032,251.14413259534942,-39.91485673957305,0.7058614,6.952618205808778,1.3230426,-11.47140122464989,1.4246994,4.225258777355851,1.1440609,1.5872046,55.641315,20.14875,10.179747,19.955673,30.615267,18.226315,3.339146,,,343.7682629683659,3.7998670311600535,254.93869526851432
5969215886701676416,251.30380878963476,-39.877592795711394,0.65210885,6.290577016697321,1.0917898,-13.397715448251901,1.5875846,-7.243049661271723,1.1312826,1.1610194,57.208908,20.352606,7.135825,20.72057,18.578148,18.671368,2.4969437,,,343.87650183736076,3.731085570924744,255.0606928833224
5969216264664076032,251.311458939755,-39.85153511160533,0.8656124,7.009976753846483,1.5259929,-18.734306423287553,1.960952,-14.948542242008699,1.5566108,3.1956477,106.81493,19.980917,60.016266,20.710918,147.63022,18.57009,1.9138548,,,343.9001730088545,3.7435571046592857,255.06314321774897
5969216436465977216,251.342635172749,-39.820826662244876,0.7261315,4.992349481435671,1.1471311,-10.287812961050738,1.7042427,-1.8463828204417037,1.1400206,1.2075531,98.28863,20.304085,,,,,,,,343.93915406728445,3.7453092385694844,255.08370793404677
5969216470825507072,251.29332081270096,-39.84929239514597,0.8394878,4.603291332546932,1.6774709,-10.095939737501949,1.7885641,-11.760612154596025,1.5804292,1.3030376,48.905125,20.551912,2.557467,21.59956,8.947651,19.508223,1.3770658,,,343.89281158524716,3.7555977308031987,255.0483691934963
5969216642645068544,251.32761017861705,-39.81678153325513,0.4031348,5.009711788176604,0.8078065,-52.887999885610974,1.1282243,-86.73723798930496,0.91580176,1.0634432,161.51593,19.981686,,,,,,,,343.93472331370276,3.756710729602318,255.07116092576848
5969216711336015872,251.32850279873685,-39.804895007887616,0.78017396,5.495122896598263,1.5438155,-10.807660712579649,1.6823381,10.720592562133474,1.30256,3.1549647,134.91133,19.73851,9.990361,20.277811,29.015356,18.468748,1.7968682,,,343.94422561828196,3.7639117162186877,255.07021161391455
