source_id,ra,dec,parallax,parallax_error,phot_g_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error
2366354219331687424,3.6657651150862476,-17.746083295306384,2.354827723587085,0.63192326,20.199186,1.8293762,,
2366354223626875392,3.6775117838250204,-17.746968132389867,,,21.095089,2.026102,,
2366354257986625152,3.679826104462114,-17.741727039676356,0.7540690989369994,0.9884795,20.546764,1.0299072,,
2366354322410909056,3.668896113175135,-17.728421961379187,2.326374774213896,1.1912073,20.391294,1.8465519,,
2366354597288822016,3.6486070805809243,-17.70589023863039,-0.12014851918474899,0.8918904,20.387976,1.5041046,,
2366354872166723456,3.5818028660356003,-17.72675016937622,-0.2733062287146033,0.37237427,19.530197,0.76608276,,
2366354872166724480,3.579338343246954,-17.72341866180029,0.44081355509955183,0.3128388,19.221876,0.65787506,,
2366355112684894464,3.5432578301487974,-17.71871952197482,0.026358086928343002,0.25197807,18.99125,0.51259613,,
2366355151340436736,3.5614347009550733,-17.713774606465513,0.2598321945838392,0.055213686,16.182285,0.9328327,,
2366355284483587712,3.596754526219718,-17.711615871107,1.2764350505344813,0.61524826,20.067331,1.807476,,
2366355323139152384,3.6205637709086833,-17.714949921863457,0.09495857628656816,0.19662674,18.554255,0.95734215,,
2366355494937034752,3.5943772891883694,-17.693242002651278,-0.7977891787643423,1.0143694,20.609863,1.6984386,,
2366355525001759616,3.5622568450817558,-17.69882889782222,0.33516858897164264,0.07946166,16.989748,0.8587494,,
2366355563657316992,3.59045694568072,-17.690612561009267,0.10567991637270963,0.29570937,19.19994,0.76981926,,
2366355598016249728,3.597710360538161,-17.691223338775217,-0.6644677691134389,0.85692394,20.334335,1.1129818,,
2366355632376150528,3.6162104460686963,-17.67399726027641,4.717404152977651,2.4711244,20.920357,1.8914452,,
2366355632376846720,3.615730252289356,-17.686293689707583,1.5006057241839237,1.9212996,20.875494,0.6785679,,
2366357895826166912,3.42913787755704,-17.6747046326076,,,21.403862,0.48588753,,
2366358243717138432,3.5069912507545213,-17.700136193503326,0.7031105686834006,0.52089983,14.2059965,1.0651894,,
2366358308140568448,3.4879197038588545,-17.692904480911007,-2.2640028586517187,2.6451879,20.817247,0.7990017,,
2366358381155261056,3.5238902837464567,-17.681770362604496,,,20.796103,1.916399,,
2366358548658739584,3.547871973045951,-17.683753655743086,-0.252692113739707,0.23923859,18.885532,0.8671284,,
2366358621674087808,3.5747948450869838,-17.667511289731422,,,21.495607,1.7039337,,
2366358690392906624,3.569541819653327,-17.652887774040973,0.8898797009004672,2.0345972,20.81395,1.857954,,
2366358823536650368,3.518791791974983,-17.663633021967602,0.8627098294033929,0.29469162,19.20158,2.1488705,,
2366358823536651776,3.5276581876675093,-17.65434613304933,-0.17817362204036996,0.3071511,19.300802,0.65776634,,
2366358892256128000,3.558869863747375,-17.657831568719512,3.128587901071692,0.112012886,17.527237,2.419136,,
2366358965271394304,3.5416881556403097,-17.64382857243418,0.6874950110887752,0.059757486,16.545122,0.89748573,,
2366358995335346816,3.562937099936749,-17.62608147436525,1.4576609741608242,1.586063,20.643047,0.78497696,,
2366359270213251072,3.498454014668755,-17.649170926096026,3.2359707049232216,0.23716429,18.803158,2.765314,,
2366359338932725504,3.454090225910007,-17.664163765521597,0.4047238927775519,0.30875495,19.270996,1.3794289,,
2366359343227895424,3.45339345019882,-17.66397228711886,,,20.69741,1.547596,,
2366359442011943040,3.477631524961543,-17.64867921005928,0.4896178801939757,0.5596967,19.784765,1.3771286,,
2366359515026587392,3.4608578122713873,-17.648242235404012,-3.5815026387401074,1.9231128,20.805607,1.9324741,,
2366359652466220032,3.500335944211888,-17.64244874160997,-2.195941869890487,1.3353343,20.592993,1.2823963,,
2366359716889851648,3.5462693174802684,-17.63128474777782,-1.34689636863881,0.8636485,20.304033,0.89629555,,
2366359785610924160,3.51883533121695,-17.62197232866922,0.9445344948946043,0.35373822,19.518497,1.9252663,,
2366359789905156480,3.5178338190606744,-17.62069689406897,0.38586021715531105,0.63856614,20.197327,0.60925484,,
2366359819969068928,3.5373134390516574,-17.613856694498676,1.3470852614472641,1.2256706,20.31089,1.2096043,,
2366359824264232320,3.536062299476117,-17.609525356120827,0.9613012307724749,1.3438677,20.639149,0.8421707,,
2366359888688545024,3.5044769527142567,-17.619839595474456,2.2274698046919514,0.3753555,19.573647,2.5203896,,
2366359892983473792,3.4963389287364013,-17.620201502806722,-0.19197635402013738,0.56635964,20.092104,0.8771229,,
2366359957408022528,3.4874781012642906,-17.610391202745614,0.8685489515185135,0.29562986,19.071049,0.99323845,,
2366359961702950400,3.4981658677754948,-17.615393809409557,,,21.11039,1.3457146,,
2366359991767760512,3.5166481687148194,-17.616203528351964,0.5882038357267553,0.46770138,19.781384,2.0478115,,
2366360064783271680,3.50566242958763,-17.60871346846623,,,20.873272,1.686903,,
2366360094846977152,3.514781207131917,-17.583671276934272,-0.1925482371215071,0.23878567,18.864853,1.5638199,,
2366360099141902848,3.513082563171487,-17.591178192327213,2.090997608256232,0.70387506,20.308718,2.5911674,,
2366360099142759680,3.5138081199525546,-17.58922670652125,,,17.804138,2.2449684,,
2366545499998860672,3.3889983345368204,-17.6675990869135,-0.0710611706247602,0.87662965,20.518507,0.66814995,,
2366545568714542592,3.406840714562316,-17.660628792895736,1.3468773435710943,0.11653138,17.769594,1.7794399,,
2366545568714543872,3.424272855484429,-17.6594292125756,0.834739692321074,0.14826174,18.14429,1.8099422,,
2366545710449454208,3.3727526058378468,-17.659651029148346,0.47229357576858627,0.28288653,19.166622,1.5179214,,
2366545809232716032,3.382634382089356,-17.65278818693713,,,21.703415,2.3244305,,
2366545912311939712,3.3868091272905887,-17.63606922008196,2.4294192904924086,0.46911645,19.93988,2.0031242,,
2366545912311941504,3.3895092344450743,-17.63253077589627,2.493506963583368,0.23050033,18.878635,2.8136024,,
2366545916607884160,3.3832784617068126,-17.62643756661163,1.4699225707073866,0.046929732,16.08776,1.5717745,,
2366546599506711424,3.3409892481765118,-17.62580566250636,0.9405393538279477,0.117853984,17.696074,1.799078,,
2366546603802651008,3.332426906495996,-17.629804733774815,0.6381771424447708,0.30136493,19.230722,1.8960819,,
2366546672521484416,3.374474965052079,-17.617190142811236,,,21.054035,0.4751873,,
2366546672522384640,3.373298777804969,-17.62942000955745,,,21.003237,0.030534744,,
2366546809961080832,3.331316545256626,-17.61924167939436,0.4260458035060391,0.023618976,14.479989,0.95347214,,
2366546844320811520,3.307049150249664,-17.628717541425903,3.0704693980807343,0.032919947,15.313135,1.6868057,,
2366546844320818944,3.3139062709018163,-17.62018741085761,1.5976919743696114,0.26514515,18.907665,2.1133919,,
2366546844320819072,3.3161067770497112,-17.621735719423757,0.7439679145024716,0.04774285,16.030218,0.9813976,,
2366546874384627200,3.318238758529654,-17.603313766776317,0.21871393083415414,0.47249502,19.740192,0.69140816,,
2366546878680557056,3.3252035851792834,-17.610076772044092,1.1150563740015598,0.4207442,19.742138,2.3583374,,
2366546913039654016,3.3382582231816214,-17.617827950184424,2.6660423928069137,1.1930836,20.605787,1.8292542,,
2366546913040295552,3.3418859682882602,-17.604654693112913,0.5477751545155888,0.030035552,15.023176,0.8826208,,
2366546947399392256,3.356033838042753,-17.59830971262119,,,21.34959,1.5281677,,
2366546947400034432,3.352413532101833,-17.610330714925595,0.9918770115306914,0.03215914,15.244469,1.1134882,,
2366547016119510016,3.3326522950539226,-17.592871315442284,-0.06421540736519253,0.50727683,19.841843,1.0465527,,
2366547084838989056,3.442069646969194,-17.63909450119158,0.35904522646802217,0.49266964,19.816622,1.1197338,,
2366547119198729728,3.4146209543532406,-17.639697147886714,0.7943696105874165,0.6842501,20.250122,1.3951073,,
2366547119198730752,3.413637958326713,-17.643450648777723,,,21.477604,1.8454914,,
2366547286701485056,3.4458043869529895,-17.611432181341137,0.6824443166715295,0.16137703,18.326668,2.299242,,
2366547428436372224,3.3955500585459126,-17.61206609999662,1.195330627569473,0.18206361,18.530943,2.2353573,,
2366547458500176384,3.4333664609363033,-17.611432215699338,,,20.9909,1.5695496,,
2366547497156094592,3.4448868438365183,-17.598473943175627,,,21.356188,1.4871216,,
2366547497156097920,3.445471046743396,-17.603725348898937,,,21.365408,1.4933414,,
2366547531515587200,3.411646002689322,-17.604022178888705,3.3356073408306264,0.20003575,18.65983,2.6489296,,
2366547733378091392,3.493394027787848,-17.594707173017643,1.2707042997890379,0.3161653,19.121151,2.4191303,,
2366547737674017792,3.493840478404969,-17.590016183575386,5.007159675221825,0.021764532,13.845275,1.6356688,,
2366547870817045888,3.442021428869321,-17.5922933841406,2.5608901968173527,0.36115935,19.586576,3.197544,,
2366547978192201344,3.4498410831020503,-17.5676427855824,,,21.144396,1.641367,,
2366548008256010496,3.4681592613240384,-17.568745276017818,-0.15374519562295041,0.2188972,18.83988,0.259943,,
2366548046911901824,3.48449801945624,-17.56726019901848,,,20.917353,1.5885963,,
2366548081270793344,3.4535440782963858,-17.563398223287248,,,21.067806,2.0401669,,
2366548081271416320,3.457135698707508,-17.56913208878889,,,21.239288,1.8268967,,
2366548111335358336,3.4692429631307102,-17.555337423222337,1.6545591386177867,0.4900111,19.936605,2.2813892,,
2366548149990877440,3.386378118763533,-17.604865039831786,0.3666694998367171,0.6072018,20.046358,0.40059662,,
2366548356149306752,3.3876094297328514,-17.58137365270344,0.3127304062273876,0.18830295,18.232868,0.9950924,,
2366548386213135744,3.4063051747920152,-17.563930386365968,-2.200286951932302,0.28353497,16.814262,1.0386066,,
2366548493588300800,3.3407761465022983,-17.581981136957573,,,21.800444,1.3316498,,
2366548523652081024,3.3637637777639537,-17.577184661759034,0.8498702481723511,0.22229706,18.78723,1.913435,,
2366548527947357568,3.3638917850207495,-17.57820884970903,0.9765808809690781,1.2875971,20.78923,0.8203335,,
2366548626731304576,3.373049116495486,-17.562239290041312,0.5779399704155068,0.32372013,19.257092,1.8542786,,
2366548631026520320,3.3803440334088606,-17.562120760581944,2.0051402182266904,0.7763688,20.374632,2.2669067,,
2366548631027219328,3.37368279383052,-17.570870710126744,,,20.936642,1.2012882,,
2366548661091046400,3.389125990585186,-17.554925909728016,0.74503169191934,0.28005382,19.180206,0.7052078,,
2366548661091051392,3.3829950652149017,-17.54457639839372,0.7040386032333549,0.5908817,20.125134,2.132965,,
2366548729810517632,3.4391106998431296,-17.56586211736136,1.4193763038997023,0.18786637,18.541775,2.476471,,
2366548802825905280,3.4322199125193857,-17.55123024366716,0.30872374946781245,0.055388,16.427559,0.7768936,,
2366548832889740032,3.451006235892882,-17.551669835225635,0.015403863633737053,1.1535048,20.71679,1.7357559,,
2366548832889742464,3.448429481228612,-17.546736802053346,2.0284053209199895,0.5581654,19.84822,2.8449173,,
2366548837185643776,3.443889819575934,-17.550276880159668,1.8931137823651139,0.28770012,19.054022,2.4364433,,
2366548871544677248,3.4631756704715744,-17.545072316317043,-0.27886107641952845,0.66498095,20.324553,1.392746,,
2366548940264858368,3.448754042871782,-17.526072041076823,0.6409343941070315,0.10155335,17.544945,1.0368614,,
2366548974624698368,3.410719101258816,-17.549821904401654,,,21.112947,1.4053116,,
2366549004688436992,3.410123974865389,-17.540396231133617,1.5256955027342862,0.07476794,16.870197,1.8248854,,
2366549004688437760,3.419069520489829,-17.53911658995181,0.901440801704692,0.10079932,17.546211,1.7563591,,
2366549107767654912,3.433556965179151,-17.53615765892792,1.8049712833852753,0.16799155,18.407122,2.666973,,
2366549112063057792,3.4212691770656605,-17.534927349418734,,,20.888231,0.72556496,,
2366549112063790976,3.4279758732199093,-17.53732830269345,,,20.512308,1.5896435,,
2366549215142124416,3.4331597001730376,-17.518890605182797,2.943960705179619,1.2903278,20.741821,1.2741776,,
2366549764898572416,3.2538519114684368,-17.594302820124636,,,20.825966,1.6072006,,
2366549829322125440,3.3068189494995743,-17.605836769650058,,,20.87662,1.3073273,,
2366549863681863296,3.2843768300063902,-17.608592979282268,0.38603579270861776,0.060569216,16.613731,0.8676472,,
2366549898041605632,3.2931077685055574,-17.598393291968392,,,20.927729,1.8786774,,
2366549902337532416,3.300957439548981,-17.58815622506096,,,16.307293,1.2625952,,
2366549936697288832,3.31811279135197,-17.5923107366881,,,20.949162,1.649498,,
2366549971057009536,3.332415172531673,-17.589308891825034,0.7153404537438824,0.03589531,15.492389,0.8570442,,
2366550005416747392,3.3076713759224905,-17.582012302718024,1.0287339029626337,0.03512166,15.432388,1.0422802,,
2366550207279262848,3.289097796369752,-17.57323195967342,1.7941483630357256,0.35300604,19.374619,2.675867,,
2366550795690060160,3.224484752376739,-17.562741731520457,1.2130270265217766,1.6303992,20.587852,1.0320244,,
2366550860114301568,3.1993602900037574,-17.55275792970054,-0.5788020843651319,0.95273465,20.46368,0.96323395,,
2366550967489440384,3.247860034932896,-17.561292697677192,,,21.086357,1.6883717,,
2366551001848523776,3.2488175092044003,-17.552070725125052,0.6385782724377189,0.9661664,20.603048,1.5860481,,
2366551066272598784,3.287059162142577,-17.54410832705079,3.1695620154839106,0.016359966,13.06891,0.971858,,
2366551169351949568,3.231979514625938,-17.54729311322947,,,21.042454,0.07985115,,
2366551238071290752,3.224404673742145,-17.548194640084155,0.5966325926449624,0.0160155,13.358481,1.0221004,,
2366551272431170816,3.224899580532852,-17.534816994753754,,,20.884872,1.6588669,,
2366551345445826048,3.2655240863335937,-17.52321180917879,1.567545555782221,0.4736668,19.932072,2.5296478,,
2366551448525759104,3.3366066795129905,-17.57435894827766,-0.2875067054111239,0.17049581,18.420624,0.63936806,,
2366551654684437376,3.351258823616169,-17.549653047439183,,,21.86784,0.9576912,,
2366551719107759616,3.3143405816721394,-17.556943122958295,0.14078834183659797,0.60050833,20.131908,0.8490982,,
2366551753467502080,3.3274389212488,-17.548270648045882,,,20.83944,0.5637703,,
2366551753467502592,3.3303505111634433,-17.547839489433695,-0.07146915499815812,1.1550434,20.446798,1.5261002,,
2366551822186981888,3.3202097324579807,-17.541284125702813,,,20.994017,0.44917107,,
2366551822186986496,3.3213580564145966,-17.535680708529686,2.472209578509036,0.058185965,16.488997,1.6524782,,
2366551826482880256,3.320863210817049,-17.528361661756566,1.6190564292933247,0.4857574,19.937109,1.8837433,,
2366551856546725888,3.3403481566952262,-17.53026668458958,2.684048657096698,2.682645,20.811264,1.4294529,,
2366551890906465152,3.3559639979457234,-17.529071848558075,0.0747066407080176,0.14171958,18.071762,1.0022831,,
2366551959625945600,3.3410941090524884,-17.521560124707754,,,20.722141,1.0961113,,
2366551998281595392,3.3894627037204654,-17.535883504901125,,,21.631023,1.6090279,,
2366552028345419904,3.399506452974639,-17.529044007481648,1.02983327116949,0.09880187,17.476309,1.649229,,
2366552032641552128,3.398055076831556,-17.51942908520487,0.3259336452085453,0.49166793,19.942543,1.8007774,,
2366552170080264064,3.418689429424439,-17.507903925325998,-0.11448606344913882,0.31656742,19.170826,1.0533524,,
2366552341878955520,3.3498036036546734,-17.50079628153627,0.27803982279436024,0.08313476,17.195742,0.6854439,,
2366552341878955648,3.3419648279610628,-17.504959204305866,0.31318231368674826,0.31684068,19.33455,1.9563618,,
2366552371942814336,3.355316625899478,-17.4972097902023,2.9835976865840586,0.2759889,19.189226,3.0084095,,
2366552376238698880,3.359393964817237,-17.491049467586784,0.38831226961786797,0.07782062,17.098509,0.8977375,,
2366552513677010304,3.3916664398050633,-17.47390275955712,,,21.321903,2.057787,,
2366552543741489792,3.302497819584925,-17.537080675539965,0.5553094579196176,0.5607397,20.009308,2.236126,,
